,text,root,event,label
4677,There are 5 guesthouses with 4 star ratings in Cambridge with moderate to cheap price ranges . Would you like more information ?,,,0
4678,"Well , I 'd like to book one . I do n't think it matters which one .",,,0
4679,What dates would you like to book the room for ?,,,0
4680,I need it for two nights starting on Saturday .,need,need two I on for starting nights it Saturday,1
4681,"Okay , how many people will be in your party ?",,,0
4682,It would be for 7 people .,,,0
4683,I have booked you at the A and B Guest House at 124 tenison road . The reference number is 0J08KUGQ . Can I help you with anything else ?,,,0
4684,"No , that is all . Thank you . Bye .",,,0
4685,"You are welcome , goodbye .",,,0
4686,I need some information on a train departing from peterborough .,,,0
4687,I can help you with that ! What information are you looking for ?,,,0
4688,I need a train to Cambridge that leaves after 4:15 PM .,need,need leaves PM I train 4:15 that after,1
4689,What day are you looking for the train ?,,,0
4690,I want to leave on Friday .,want,I leave Friday want on,1
4691,"There 's a train going from Peterborough , leaving at 16:48 . Will that work ?",'s,'s leaving at 16:48,1
4692,"That may work . What is the train ID , travel time , and arrival time ?",,,0
4693,"Train ID is TR0992 , it departs at 16:48 and arrives at 17:38 .",departs,at at arrives departs 17:38 it 16:48,1
4694,how long is the train ride ?,,,0
4695,The train ride will last 50 minutes from 16:48 to 17:38 .,last,from last 17:38 to minutes ride 50 16:48,1
4696,"Great , thanks . Can you also help with finding a great restaurant to eat at . I want something in the centre of town and moderately priced if possible .",,,0
4697,"great , i have 21 options for you !",,,0
4698,21 in the moderate price in the centre ? Which one do you say is best ?,,,0
4699,It would really depend on what kind of food you like . What is your favorite cuisine ?,,,0
4700,"I 'm open to anything , Ill go with what you recommend and take a booking for three people at 20:00 on friday .",go,you take at friday with recommend 20:00 Ill what booking on go,1
4701,"I have reserved a table for you at Restaurant One Seven , it 's a real popular locale . Your reference number is JNNU896Z .",,,0
4702,"Thanks so much , that 's all I needed help with today !",'s,'s today needed that I with all help,1
4703,you are welcome and thanks for using our services,,,0
4704,I 'd like a restaurant in the north part of town that is in the medium price range .,,,0
4705,What type of food are you looking for ?,,,0
4706,I do n't care,,,0
4707,"The golden wok serves Chinese food , is located in the north part of town and in the moderate price range .",,,0
4708,is there another one as well ?,,,0
4709,"Yes , there is also The Nirala which is an Indian restaurant . Would you be interested in more information on that one ?",,,0
4710,Yes could you give me the phone number for The Nirala ?,,,0
4711,Their number is 01223 360966 .,,,0
4712,Which part of town it is in ?,,,0
4713,it is located in the north part of town,,,0
4714,Thank you goodbye .,,,0
4715,Have a nice day .,Have,day a nice Have,1
4716,I am looking for information on a train that goes to Cambridge and arrives at 9:45,looking,that at information train I arrives for goes looking 9:45 on,1
4717,There are a few that arrive at cambridge by 09:45 what day are you arriving and where are you departing from ?,are,are few 09:45 arrive by,1
4718,I 'm departing from London Liverpool Street and I want to leave on Tuesday .,departing,departing I leave Tuesday I want on,1
4719,Okay great ! I have one train that would get you to Cambridge on Tuesday by 09:07 . Would you like me to book that for you ?,have,09:07 on I get train by one Tuesday have that you,1
4720,No I just need to know the departure time please .,,,0
4721,The departure time is 07:39 for that train . Can I help you with anything else ?,,,0
4722,"Yes , can you tell me some good places to go while I 'm in town ?",,,0
4723,There are lots of nice attractions in town . Do you have a preference for type or area ?,,,0
4724,I think we 'd like to see a museum - do you have any recommendations ?,,,0
4725,"There are 23 museums all around the city . If you do n't have any area preferences , Cafe Jello Gallery on the west side is very nice , and they have no entrance fee .",,,0
4726,That sounds perfect . What is there address ?,,,0
4727,"Cafe Jello Gallery , 13 Magdalene Street , and there is no entrance fee . Is there anything else I can assist you with ?",,,0
4728,Do you have their phone number ?,,,0
4729,Their phone number is 01223312112 . Is there anything else I can help with ?,,,0
4730,No that will be all . Thanks .,,,0
4731,Thank you and have a good day !,,,0
4732,I want to book a taxi to pick me up Travellers Rest to take me to Finches Bed and Breakfast .,,,0
4733,Sure ! when would you like to arrive ?,,,0
4734,I would like to arrive at the restaurant no later than ten o'clock a.m.,,,0
4735,"I have confirmed a taxi booking for you , a red tesla will be picking you up .",,,0
4736,"Ok great , can I have the contact number ?",,,0
4737,Sure its 07915006170 . Is there anything else I can do for you ?,,,0
4738,"No , thank you . Great service . Goodbye .",,,0
4739,Please contact us again if there 's anything else you need during your stay .,,,0
4740,Please find me some information about the mutliple sports in the centre,,,0
4741,"We only have one multiple sports complex but it is in the east , are you interested in that , or do you want another search in the centre ?",,,0
4742,"No , I need to stay in the centre . Are there any parks there ?",,,0
4743,"Okay ! You can try Cambridge University Botanic Gardens on Bateman Street . It is in the Centre part of town , and the admission fee is 4 Pounds .",,,0
4744,Great ! What is their phone number ?,,,0
4745,The phone number is 01223336265 .,is,number is 01223336265,1
4746,I also need a train departing from cambridge to arrive by 21:15,,,0
4747,Ok . I can help with train info . Whata is your destination ?,,,0
4748,The destination is peterborough .,,,0
4749,how about TR9859 ? it leaves at 05:06,,,0
4750,"Sounds good , please book me for four people and can I get a reference number ?",,,0
4751,"Booking was successful , the total fee is 66 GBP payable at the station , your reference number is 2WXSC5I1 . Will that be all ?",,,0
4752,That is all I need .,,,0
4753,Thank you for calling . Have a great day . Goodbye !,,,0
4754,I am looking for an upscale Chinese food restaurant in Cambridge ; can you make a recommendation ?,,,0
4755,Yu garden is in the expensive price range in the east part of town .,,,0
4756,I need something in the Center of town .,,,0
4757,There are four expensive Chinese restaurants in the centre of town . Would Ugly Duckling suit you ?,,,0
4758,That sounds fine . Can you give me the address and phone number ?,,,0
4759,Yes Ugly Duckling would work . Would you please reserve it for me and send me the reference number ? Thank you .,,,0
4760,"Yes , I know it would work , I am the one you asked , lol . Can you just give me the address and phone number though ?",,,0
4761,Their address is 12 St. Johns Street City Centre . Unfortunately their phone number is not available .,,,0
4762,"Thanks , I am also looking for somewhere to go in the centre area .",,,0
4763,Castle Galleries is a museum in the centre and it 's free . Would you like the address or another option ?,,,0
4764,"Yes , I 'd like the address please .",,,0
4765,"Their address is unit su43 , grande arcade , saint andrews street and their postcode is cb23bj .",,,0
4766,"No that 's all , thank you !",,,0
4767,"You 're welcome , have a great day .",,,0
4768,I need to book a taxi to arrive by 13:45 to take me to La Margherita .,need,arrive book I 13:45 by taxi need,1
4769,I can help you with that . where are you going ?,,,0
4770,I am going to La Margherita .,,,0
4771,You are booked . Your car is a white toyota and contact number is 07178746002,,,0
4772,Um wait how did you book the taxi if you never even got my departure location ?,,,0
4773,I can check that . What is your departure location ?,,,0
4774,I am departing from hakka .,,,0
4775,I apologize for the error . You are booked for a blue Volvo with the contact number of 07789499283 from hakka .,booked,with number 07789499283 booked of,1
4776,Ok that 's all I need . Thanks !,,,0
4777,You 're more than welcome !,,,0
4778,I 'm looking for a restaurant in the west side that 's in the moderate price range .,,,0
4779,"I have three listings , one for british , indian , italian . Are any of those types of food you are looking for ?",,,0
4780,Are any of them available for 8 people at 19:00 on Wednesday ?,Are,Wednesday any available on Are 19:00 at,1
4781,There are two restaurants available the Indian restaurant Meghna and the Italian restaurant Prezzo 8 people at 19:00 on Wednesday . Which one do you prefer ?,are,restaurants at Wednesday on two Meghna 19:00 are available,1
4782,The Italian restaurant Prezzo sounds good .,,,0
4783,"Booking was successful , table will be reserved for 15 mins . Reference number is : GVOKLI1A . Anything else ?",,,0
4784,nope that s it . thanks,,,0
4785,You 're welcome . Have a great day !,,,0
4786,Hi can you help me to book a train from london liverpool street ?,,,0
4787,"I certainly can ! I 'll need to know your destination , day of travel , and what time you want to leave or arrive by , so I can find a suitable train , OK ?",,,0
